src,dst
10333,2167
10334,1146
10335,2776
10336,158
10337,468
10338,1399
10339,671
10340,446
10341,570
10342,1328
10343,578
10344,1096
10345,796
10346,3999
10347,4197
10348,4229
10349,2674
10350,150
10351,4435
10352,3432
10353,1289
10354,3521
10355,1650
10356,1322
10357,1691
10358,2415
10359,1249
10360,1290
10361,168
10362,4526
10363,2497
10364,3905
10365,359
10366,2450
10367,4804
10368,2580
10369,2713
10370,4993
10371,833
10372,1408
10373,2507
10374,179
10375,3006
10376,1963
10377,659
10378,1392
10379,4754
10380,2859
10381,4244
10382,4016
10383,2143
10384,1666
10385,3139
10386,2664
10387,3543
10388,475
10389,2191
10390,4680
10391,862
10392,3766
10393,3368
10394,3755
10395,3970
10396,4455
10397,1052
10398,2856
10399,887
10400,1916
10401,880
10402,348
10403,2138
10404,2186
10405,1270
10406,258
10407,3648
10408,4472
10409,3901
10410,36
10411,4511
10412,1380
10413,1292
10414,2205
10415,808
10416,229
10417,4410
10418,4741
10419,2953
10420,1311
10421,4371
10422,3495
10423,1072
10424,4914
10425,4902
10426,3348
10427,4857
10428,1284
10429,2098
10430,2776
10431,4642
10432,3480
10433,211
10434,1990
10435,4124
10436,2333
10437,2640
10438,157
10439,4380
10440,1651
10441,3362
10442,4443
10443,1564
10444,3544
10445,3297
10446,1424
10447,1496
10448,3935
10449,4669
10450,586
10451,2905
10452,3973
10453,1373
10454,2919
10455,1218
10456,2988
10457,451
10458,3730
10459,1506
10460,2189
10461,117
10462,589
10463,2921
10464,1175
10465,1214
10466,1721
10467,3170
10468,52
10469,411
10470,24
10471,26
10472,3863
10473,2302
10474,2080
10475,2073
10476,1730
10477,907
10478,3712
10479,2683
10480,3178
10481,4026
10482,1859
10483,2663
10484,2344
10485,614
10486,3190
10487,1775
10488,2126
10489,4704
10490,4056
10491,2071
10492,1850
10493,11
10494,3701
10495,4352
10496,2790
10497,3993
10498,290
10499,2756
10500,3655
10501,1807
10502,2275
10503,4522
10504,3266
10505,3852
10506,1363
10507,3525
10508,1196
10509,2739
10510,245
10511,2589
10512,1460
10513,3544
10514,4241
10515,4343
10516,3863
10517,1861
10518,2685
10519,4604
10520,1460
10521,3897
10522,4633
10523,1275
10524,479
10525,3016
10526,470
10527,1037
10528,2600
10529,4588
10530,562
10531,147
10532,4515
10533,3560
10534,75
10535,3774
10536,2172
10537,976
10538,4146
10539,4679
10540,4224
10541,1825
10542,1771
10543,3883
10544,1429
10545,1912
10546,2513
10547,3240
10548,4732
10549,2930
10550,2865
10551,1919
10552,1573
10553,2808
10554,1588
10555,1097
10556,3025
10557,2725
10558,2562
10559,3760
10560,3098
10561,406
10562,3122
10563,1973
10564,2377
10565,3228
10566,2879
10567,4322
10568,1015
10569,699
10570,1673
10571,2714
10572,739
10573,1009
10574,2198
10575,3841
10576,4823
10577,4894
10578,2838
10579,2693
10580,1190
10581,1893
10582,605
10583,1131
10584,4208
10585,2624
10586,4
10587,21
10588,2109
10589,3387
10590,4462
10591,3111
10592,2731
10593,959
10594,3924
10595,1832
10596,344
10597,1121
10598,1532
10599,4017
10600,4423
10601,2402
10602,2767
10603,4225
10604,3522
10605,2586
10606,2259
10607,4977
10608,3533
10609,3032
10610,3520
10611,1768
10612,4796
10613,4968
10614,4963
10615,4825
10616,3928
10617,1738
10618,1934
10619,2498
10620,1180
10621,1924
10622,802
10623,3270
10624,587
10625,2817
10626,2191
10627,2163
10628,823
10629,4740
10630,4927
10631,1471
10632,1485
10633,2684
10634,2245
10635,3832
10636,4565
10637,1695
10638,7
10639,2679
10640,1461
10641,3748
10642,2623
10643,4205
10644,1169
10645,4259
10646,4424
10647,3938
10648,47
10649,1246
10650,3626
10651,3591
10652,3696
10653,885
10654,3709
10655,4597
10656,1363
10657,2662
10658,4856
10659,2253
10660,1423
10661,1056
10662,2486
10663,2297
10664,3079
10665,2407
10666,4636
10667,2458
10668,3565
10669,124
10670,2814
10671,4733
10672,4931
10673,2453
10674,3498
10675,3989
10676,4175
10677,1533
10678,4770
10679,1869
10680,2129
10681,385
10682,486
10683,4963
10684,233
10685,3351
10686,4622
10687,3177
10688,2923
10689,1498
10690,1283
10691,1619
10692,3313
10693,3158
10694,1111
10695,4937
10696,4602
10697,2015
10698,1167
10699,4047
10700,1736
10701,422
10702,2542
10703,4683
10704,2710
10705,3424
10706,822
10707,1944
10708,22
10709,4372
10710,4407
10711,4585
10712,2106
10713,3039
10714,1213
10715,1457
10716,4061
10717,1919
10718,2935
10719,3283
10720,3533
10721,3512
10722,396
10723,2789
10724,1829
10725,3529
10726,3554
10727,178
10728,4104
10729,225
10730,2537
10731,4477
10732,105
10733,4909
10734,4877
10735,4736
10736,256
10737,2823
10738,2553
10739,500
10740,2837
10741,905
10742,3034
10743,2163
10744,307
10745,2743
10746,135
10747,2748
10748,515
10749,2196
10750,1270
10751,3540
10752,2435
10753,800
10754,1422
10755,2671
10756,1251
10757,3102
10758,1148
10759,4861
10760,3800
10761,3073
10762,2855
10763,2708
10764,4032
10765,4427
10766,3541
10767,263
10768,4912
10769,4273
10770,307
10771,3241
10772,3474
10773,4345
10774,3595
10775,1270
10776,78
10777,453
10778,118
10779,704
10780,535
10781,3605
10782,4660
10783,3145
10784,141
10785,1038
10786,3251
10787,3244
10788,3853
10789,3854
10790,414
10791,1006
10792,3429
10793,4988
10794,528
10795,3413
10796,2201
10797,4574
10798,4146
10799,3400
10800,181
10801,4790
10802,4213
10803,479
10804,2978
10805,168
10806,885
10807,3737
10808,802
10809,3248
10810,3059
10811,4918
10812,4395
10813,1138
10814,1464
10815,3653
10816,3473
10817,4020
10818,3600
10819,2406
10820,4434
10821,4915
10822,3890
10823,4257
10824,4175
10825,2389
10826,79
10827,629
10828,1546
10829,4012
10830,2632
10831,239
10832,4834
10833,2103
10834,2173
10835,3844
10836,3183
10837,4347
10838,1719
10839,107
10840,1948
10841,2235
10842,984
10843,544
10844,4501
10845,1065
10846,1794
10847,2204
10848,2859
10849,1324
10850,2367
10851,2908
10852,3598
10853,3590
10854,1671
10855,4313
10856,4267
10857,2926
10858,2859
10859,2363
10860,1328
10861,1833
10862,853
10863,4878
10864,1488
10865,2908
10866,976
10867,2123
10868,4240
10869,777
10870,2081
10871,613
10872,3005
10873,1809
10874,3180
10875,457
10876,131
10877,2358
10878,2850
10879,4946
10880,4276
10881,4948
10882,2082
10883,1396
10884,4880
10885,4584
10886,910
10887,198
10888,1976
10889,3575
10890,3264
10891,1693
10892,1186
10893,3379
10894,3321
10895,1311
10896,4697
10897,2758
10898,2545
10899,4369
10900,411
10901,2980
10902,1982
10903,1919
10904,680
10905,350
10906,3560
10907,3428
10908,990
10909,1126
10910,1480
10911,3479
10912,2163
10913,4092
10914,261
10915,111
10916,3065
10917,720
10918,2915
10919,1747
10920,994
10921,4680
10922,3361
10923,751
10924,3298
10925,1349
10926,3475
10927,4630
10928,2814
10929,568
10930,1192
10931,2712
10932,4561
10933,891
10934,4572
10935,4803
10936,3514
10937,169
10938,269
10939,1156
10940,275
10941,2003
10942,2802
10943,2393
10944,1357
10945,3343
10946,1631
10947,4123
10948,1544
10949,3068
10950,213
10951,4034
10952,4432
10953,2932
10954,1663
10955,657
10956,192
10957,4413
10958,720
10959,344
10960,3542
10961,906
10962,4710
10963,4897
10964,19
10965,1022
10966,4436
10967,4244
10968,888
10969,1686
10970,3979
10971,4602
10972,3343
10973,2306
10974,1299
10975,1196
10976,2710
10977,2171
10978,3648
10979,494
10980,1101
10981,1851
10982,4442
10983,378
10984,1726
10985,1819
10986,2948
10987,1722
10988,3880
10989,886
10990,3042
10991,658
10992,562
10993,2632
10994,330
10995,1135
10996,2348
10997,2263
10998,2694
10999,193
11000,3936
11001,2498
11002,2776
11003,2234
11004,3638
11005,1855
11006,1435
11007,1048
11008,2207
11009,1107
11010,3075
11011,4176
11012,4315
11013,4079
11014,3839
11015,2897
11016,383
11017,3259
11018,69
11019,4043
11020,1621
11021,4660
11022,2290
11023,2924
11024,2706
11025,2173
11026,3857
11027,1138
11028,4754
11029,4109
11030,4016
11031,1426
11032,1941
11033,1847
11034,2914
11035,3514
11036,3035
11037,4416
11038,4026
11039,4320
11040,4471
11041,2758
11042,2548
11043,382
11044,2561
11045,2482
11046,3991
11047,1828
11048,1198
11049,174
11050,609
11051,1526
11052,4950
11053,1561
11054,4318
11055,1076
11056,2747
11057,3475
11058,4559
11059,1734
11060,729
11061,2016
11062,2796
11063,1949
11064,3794
11065,4106
11066,4446
11067,4082
11068,400
11069,4855
11070,1352
11071,3481
11072,1628
11073,2488
11074,1825
11075,4542
11076,1409
11077,2094
11078,3218
11079,2312
11080,3707
11081,3616
11082,3040
11083,1647
11084,3451
11085,1355
11086,2026
11087,707
11088,2551
11089,2122
11090,3042
11091,3106
11092,3229
11093,102
11094,2712
11095,660
11096,2502
11097,4201
11098,1012
11099,2344
11100,1684
11101,628
11102,3707
11103,627
11104,4684
11105,350
11106,2114
11107,3332
11108,3894
11109,115
11110,4614
11111,932
11112,2091
11113,225
11114,3975
11115,178
11116,4119
11117,1435
11118,3202
11119,1359
11120,1741
11121,2297
11122,1509
11123,4839
11124,4055
11125,76
11126,2244
11127,2212
11128,3695
11129,2025
11130,1922
11131,3843
11132,4908
11133,4431
11134,3168
11135,3145
11136,3829
11137,2103
11138,695
11139,3614
11140,3041
11141,560
11142,1716
11143,104
11144,2974
11145,4598
11146,1544
11147,1168
11148,2752
11149,2402
11150,4852
11151,1257
11152,794
11153,785
11154,2563
11155,2036
11156,2392
11157,2874
11158,255
11159,2668
11160,3170
11161,739
11162,2925
11163,3508
11164,917
11165,123
11166,794
11167,2428
11168,1876
11169,1014
11170,1392
11171,269
11172,160
11173,1916
11174,4724
11175,2032
11176,433
11177,4450
11178,1013
11179,406
11180,1258
11181,2134
11182,1036
11183,4643
11184,2446
11185,2227
11186,1581
11187,4124
11188,2224
11189,2091
11190,3809
11191,1661
11192,4382
11193,4099
11194,1258
11195,1395
11196,3122
11197,2106
11198,2900
11199,3509
11200,637
11201,2457
11202,4812
11203,3866
11204,2487
11205,441
11206,745
11207,117
11208,3712
11209,2069
11210,4383
11211,4427
11212,2425
11213,3085
11214,1152
11215,1489
11216,4816
11217,520
11218,1059
11219,3810
11220,902
11221,3732
11222,4755
11223,4510
11224,1107
11225,541
11226,2768
11227,4937
11228,1998
11229,922
11230,3834
11231,4489
11232,2246
11233,1805
11234,3523
11235,3304
11236,4223
11237,4542
11238,915
11239,329
11240,2325
11241,3800
11242,3850
11243,3188
11244,898
11245,1329
11246,2981
11247,2447
11248,1871
11249,2881
11250,2115
11251,953
11252,1859
11253,4057
11254,2354
11255,4267
11256,4014
11257,3343
11258,3088
11259,2038
11260,3059
11261,3424
11262,4674
11263,4032
11264,378
11265,4887
11266,2522
11267,1775
11268,3554
11269,1143
11270,431
11271,2560
11272,2252
11273,2223
11274,3381
11275,509
11276,2637
11277,4813
11278,2676
11279,2198
11280,2216
11281,1978
11282,1792
11283,3078
11284,480
11285,4272
11286,4203
11287,4285
11288,3788
11289,336
11290,1094
11291,1443
11292,2528
11293,2619
11294,842
11295,3387
11296,4763
11297,2181
11298,1113
11299,536
11300,3247
11301,1883
11302,1042
11303,4799
11304,2783
11305,1254
11306,2613
11307,4266
11308,2008
11309,4951
11310,1505
11311,2085
11312,1222
11313,3607
11314,2263
11315,3725
11316,1505
11317,1960
11318,1012
11319,2541
11320,1656
11321,1018
11322,3868
11323,2719
11324,815
11325,4484
11326,4399
11327,4531
11328,3663
11329,1661
11330,3105
11331,3764
11332,3088
11333,3335
11334,4245
11335,4462
11336,534
11337,1160
11338,313
11339,4273
11340,1930
11341,4677
11342,2261
11343,3902
11344,368
11345,3725
11346,4881
11347,85
11348,325
11349,3871
11350,1022
11351,954
11352,2910
11353,981
11354,3336
11355,2602
11356,2561
11357,4862
11358,3926
11359,4648
11360,2615
11361,523
11362,695
11363,618
11364,3132
11365,3498
11366,4900
11367,4997
11368,2874
11369,4967
11370,1065
11371,2332
11372,252
11373,415
11374,2078
11375,4739
11376,1943
11377,2724
11378,2938
11379,1225
11380,3706
11381,3624
11382,1606
11383,1050
11384,1993
11385,4020
11386,4661
11387,1703
11388,621
11389,3383
11390,3781
11391,674
11392,1860
11393,3393
11394,3609
11395,1330
11396,1985
11397,3497
11398,4871
11399,3610
11400,4056
11401,3290
11402,258
11403,1862
11404,354
11405,2880
11406,2837
11407,2081
11408,1353
11409,509
11410,894
11411,759
11412,1388
11413,2480
11414,3000
11415,1409
11416,4012
11417,1842
11418,2534
11419,3502
11420,2836
11421,3418
11422,4692
11423,3800
11424,4427
11425,3850
11426,1957
11427,1479
11428,3717
11429,4414
11430,328
11431,833
11432,132
11433,3575
11434,2668
11435,4073
11436,2751
11437,4638
11438,654
11439,4433
11440,2179
11441,1760
11442,1990
11443,1206
11444,892
11445,1570
11446,1415
11447,1621
11448,2825
11449,315
11450,992
11451,4036
11452,4326
11453,957
11454,886
11455,1535
11456,4524
11457,2840
11458,1228
11459,1093
11460,601
11461,2978
11462,4769
11463,2450
11464,3513
11465,1890
11466,4794
11467,1546
11468,248
11469,128
11470,681
11471,1638
11472,3782
11473,1165
11474,4658
11475,4482
11476,4210
11477,2807
11478,2073
11479,4895
11480,3865
11481,3574
11482,1482
11483,2078
11484,3042
11485,4247
11486,1175
11487,1071
11488,2068
11489,3393
11490,412
11491,3311
11492,361
11493,3056
11494,114
11495,326
11496,259
11497,2303
11498,4984
11499,4478
11500,2761
11501,4366
11502,350
11503,2952
11504,2863
11505,4642
11506,51
11507,856
11508,3451
11509,999
11510,4304
11511,4531
11512,2104
11513,4768
11514,4866
11515,407
11516,3948
11517,2336
11518,3554
11519,2947
11520,1154
11521,4747
11522,1346
11523,4092
11524,2609
11525,4111
11526,2689
11527,3748
11528,152
11529,1390
11530,3581
11531,4511
11532,4448
11533,111
11534,3571
11535,3306
11536,862
11537,473
11538,1325
11539,2642
11540,2410
11541,2163
11542,3151
11543,2174
11544,1103
11545,4652
11546,4756
11547,4259
11548,4530
11549,4573
11550,3286
11551,3896
11552,760
11553,3374
11554,4047
11555,3835
11556,1549
11557,1865
11558,4252
11559,2551
11560,4468
11561,268
11562,2816
11563,1987
11564,2934
11565,3521
11566,4233
11567,844
11568,2729
11569,1410
11570,955
11571,2497
11572,1295
11573,1644
11574,1676
11575,2807
11576,1844
11577,1752
11578,2742
11579,1595
11580,4977
11581,1327
11582,3846
11583,3856
11584,3728
11585,147
11586,2945
11587,3621
11588,2602
11589,2236
11590,4608
11591,4797
11592,1979
11593,3601
11594,4072
11595,892
11596,3493
11597,4005
11598,1085
11599,886
11600,2462
11601,2316
11602,4343
11603,582
11604,3393
11605,2602
11606,4173
11607,1527
11608,592
11609,3524
11610,1692
11611,2142
11612,1432
11613,3845
11614,873
11615,2393
11616,4064
11617,1060
11618,1410
11619,3606
11620,4349
11621,2281
11622,4206
11623,249
11624,2847
11625,2734
11626,369
11627,3301
11628,76
11629,789
11630,4122
11631,4442
11632,1709
11633,4900
11634,746
11635,180
11636,1115
11637,2978
11638,1740
11639,1625
11640,2597
11641,1467
11642,447
11643,554
11644,2893
11645,3375
11646,2695
11647,387
11648,4924
11649,4584
11650,2498
11651,3691
11652,491
11653,4599
11654,4938
11655,2791
11656,586
11657,1474
11658,3050
11659,3330
11660,4185
11661,1374
11662,62
11663,3593
11664,1466
11665,2473
11666,50
11667,4333
11668,899
11669,2982
11670,4677
11671,285
11672,3785
11673,2141
11674,862
11675,4566
11676,1070
11677,2306
11678,1829
11679,569
11680,582
11681,4043
11682,4592
11683,4452
11684,1611
11685,1401
11686,2732
11687,3389
11688,2202
11689,2375
11690,1726
11691,2963
11692,4331
11693,165
11694,3455
11695,2360
11696,4290
11697,3190
11698,3691
11699,690
11700,1971
11701,4702
11702,807
11703,3739
11704,2814
11705,2321
11706,3517
11707,1698
11708,2057
11709,4696
11710,4207
11711,2071
11712,1318
11713,4703
11714,3525
11715,4427
11716,3142
11717,4436
11718,1247
11719,3489
11720,3646
11721,4869
11722,2818
11723,1815
11724,254
11725,340
11726,3416
11727,1781
11728,3132
11729,3100
11730,2619
11731,4237
11732,3873
11733,2382
11734,3574
11735,4923
11736,4612
11737,4010
11738,2552
11739,1241
11740,159
11741,2840
11742,4021
11743,1409
11744,3265
11745,2879
11746,1829
11747,566
11748,1161
11749,2565
11750,3223
11751,3542
11752,2493
11753,565
11754,328
11755,876
11756,486
11757,1804
11758,2177
11759,3300
11760,3642
11761,1054
11762,1119
11763,4754
11764,602
11765,1462
11766,4250
11767,1229
11768,1868
11769,2909
11770,2187
11771,4912
11772,4606
11773,2991
11774,1517
11775,4665
11776,2026
11777,1807
11778,1305
11779,4708
11780,321
11781,3042
11782,3564
11783,4005
11784,3075
11785,1710
11786,3416
11787,3674
11788,379
11789,1406
11790,431
11791,4156
11792,4104
11793,4091
11794,4257
11795,173
11796,2530
11797,3458
11798,3011
11799,4078
11800,681
11801,369
11802,2549
11803,3206
11804,342
11805,1841
11806,1780
11807,3698
11808,2064
11809,610
11810,4772
11811,1825
11812,4280
11813,2312
11814,258
11815,4216
11816,3384
11817,4201
11818,4129
11819,4019
11820,4753
11821,3145
11822,2157
11823,2796
11824,4335
11825,2666
11826,2735
11827,3606
11828,4464
11829,252
11830,3270
11831,4815
11832,197
11833,3569
11834,741
11835,3354
11836,2197
11837,3737
11838,4373
11839,4998
11840,3147
11841,1024
11842,2903
11843,1639
11844,194
11845,3780
11846,1868
11847,1333
11848,3364
11849,1545
11850,2602
11851,4620
11852,3826
11853,490
11854,1848
11855,3008
11856,671
11857,982
11858,2433
11859,2919
11860,4951
11861,3253
11862,988
11863,4218
11864,1868
11865,1070
11866,2246
11867,3783
11868,2716
11869,2317
11870,250
11871,570
11872,3381
11873,2787
11874,2405
11875,924
11876,4638
11877,2116
11878,1240
11879,1189
11880,4624
11881,1203
11882,1654
11883,4244
11884,1212
11885,178
11886,2820
11887,1738
11888,945
11889,1060
11890,161
11891,2467
11892,148
11893,282
11894,4618
11895,914
11896,1369
11897,3781
11898,2424
11899,4209
11900,1744
11901,102
11902,1685
11903,2681
11904,3825
11905,1708
11906,4787
11907,4910
11908,3657
11909,3801
11910,294
11911,4323
11912,1259
11913,3409
11914,3305
11915,3511
11916,1687
11917,3328
11918,3838
11919,478
11920,1998
11921,3454
11922,4225
11923,4077
11924,1207
11925,3104
11926,2875
11927,4105
11928,508
11929,4553
11930,698
11931,3126
11932,1947
11933,2299
11934,4299
11935,3150
11936,1052
11937,4514
11938,4112
11939,2409
11940,1707
11941,3012
11942,3150
11943,849
11944,2335
11945,2751
11946,1330
11947,676
11948,2250
11949,2707
11950,2500
11951,4014
11952,4138
11953,4278
11954,3352
11955,2897
11956,3920
11957,1503
11958,1665
11959,3777
11960,4083
11961,2882
11962,3439
11963,1239
11964,4267
11965,898
11966,4168
11967,1219
11968,3582
11969,4849
11970,4705
11971,2847
11972,1854
11973,294
11974,3845
11975,1125
11976,879
11977,2247
11978,2815
11979,4246
11980,2265
11981,1539
11982,3289
11983,921
11984,4130
11985,296
11986,150
11987,4355
11988,2785
11989,4447
11990,1616
11991,2019
11992,4033
11993,986
11994,2512
11995,747
11996,3529
11997,4240
11998,3520
11999,1153
12000,2269
12001,4835
12002,726
12003,1581
12004,1386
12005,4384
12006,2365
12007,1820
12008,1289
12009,3900
12010,4417
12011,855
12012,4746
12013,416
12014,2902
12015,3372
12016,2258
12017,3039
12018,2722
12019,1082
12020,1559
12021,3909
12022,4885
12023,2460
12024,4190
12025,2492
12026,1457
12027,786
12028,1834
12029,1258
12030,2453
12031,724
12032,837
12033,620
12034,2692
12035,409
12036,982
12037,374
12038,4417
12039,492
12040,4888
12041,1136
12042,197
12043,3121
12044,3765
12045,1450
12046,4277
12047,470
12048,2218
12049,4712
12050,4425
12051,1331
12052,2250
12053,3577
12054,2279
12055,1023
12056,531
12057,1753
12058,1164
12059,2558
12060,4186
12061,3572
12062,3863
12063,3070
12064,4203
12065,4932
12066,650
12067,1876
12068,1335
12069,4409
12070,2973
12071,1401
12072,1527
12073,4428
12074,95
12075,168
12076,1741
12077,871
12078,43
12079,3314
12080,1633
12081,2879
12082,1791
12083,3684
12084,1211
12085,2378
12086,4643
12087,1068
12088,1497
12089,2189
12090,2826
12091,3211
12092,3912
12093,1737
12094,2441
12095,3510
12096,3468
12097,3476
12098,4121
12099,439
12100,1002
12101,521
12102,535
12103,2840
12104,1983
12105,893
12106,1834
12107,3173
12108,2687
12109,4706
12110,3053
12111,2260
12112,1746
12113,59
12114,3385
12115,4207
12116,4296
12117,4334
12118,4582
12119,172
12120,2518
12121,1470
12122,146
12123,1156
12124,1943
12125,4699
12126,1809
12127,4650
12128,4792
12129,321
12130,4867
12131,3394
12132,1430
12133,1189
12134,2951
12135,1098
12136,1451
12137,2485
12138,1820
12139,2557
12140,4252
12141,4231
12142,2292
12143,404
12144,3510
12145,3777
12146,746
12147,531
12148,1140
12149,3170
12150,2001
12151,2118
12152,3225
12153,3344
12154,2812
12155,942
12156,1385
12157,2071
12158,1642
12159,557
12160,1291
12161,803
12162,310
12163,2623
12164,2524
12165,703
12166,1793
12167,4110
12168,4840
12169,391
12170,1991
12171,4135
12172,715
12173,1037
12174,1146
12175,290
12176,1026
12177,4494
12178,3480
12179,277
12180,1482
12181,1059
12182,2749
12183,2057
12184,2625
12185,2573
12186,3440
12187,4214
12188,3410
12189,4462
12190,39
12191,1831
12192,2136
12193,2895
12194,3440
12195,2153
12196,4180
12197,3719
12198,417
12199,3238
12200,2545
12201,1860
12202,1212
12203,3662
12204,4885
12205,2684
12206,2752
12207,343
12208,4389
12209,2432
12210,1027
12211,1113
12212,1817
12213,1819
12214,4020
12215,4474
12216,2709
12217,3391
12218,3153
12219,3297
12220,934
12221,3913
12222,823
12223,345
12224,1656
12225,418
12226,4531
12227,4043
12228,286
12229,539
12230,4975
12231,4857
12232,3593
12233,1382
12234,2976
12235,2395
12236,3721
12237,4071
12238,2517
12239,2103
12240,464
12241,710
12242,3851
12243,4271
12244,4159
12245,1814
12246,1753
12247,486
12248,1861
12249,6
12250,3738
12251,2559
12252,4862
12253,1211
12254,4747
12255,2511
12256,3699
12257,4970
12258,105
12259,2839
12260,2640
12261,360
12262,3314
12263,2106
12264,1214
12265,44
12266,923
12267,4100
12268,1986
12269,1628
12270,3606
12271,4065
12272,3998
12273,1766
12274,3941
12275,4102
12276,1985
12277,3911
12278,4373
12279,1990
12280,4954
12281,4962
12282,788
12283,2584
12284,3834
12285,4015
12286,773
12287,1718
12288,4770
12289,4762
12290,2042
12291,4878
12292,79
12293,3409
12294,2402
12295,437
12296,2115
12297,3951
12298,3064
12299,818
12300,1141
12301,4956
12302,3056
12303,57
12304,4918
12305,754
12306,3072
12307,4372
12308,1335
12309,2168
12310,863
12311,701
12312,1166
12313,4207
12314,3424
12315,4989
12316,1958
12317,1329
12318,4556
12319,3883
12320,4231
12321,3540
12322,4289
12323,1219
12324,1361
12325,525
12326,8
12327,575
12328,2622
12329,3049
12330,562
12331,2949
12332,638
12333,487
12334,915
12335,422
12336,4759
12337,772
12338,889
12339,3468
12340,955
12341,1817
12342,1569
12343,888
12344,2283
12345,823
12346,3996
12347,564
12348,776
12349,2377
12350,1786
12351,3765
12352,2714
12353,2154
12354,2548
12355,4423
12356,2037
12357,2285
12358,2037
12359,3023
12360,2999
12361,4826
12362,3713
12363,4881
12364,1017
12365,4260
12366,433
12367,3361
12368,3968
12369,2093
12370,3832
12371,3753
12372,2756
12373,2025
12374,3838
12375,3824
12376,4846
12377,3952
12378,953
12379,4563
12380,66
12381,1642
12382,2456
12383,2747
12384,2400
12385,1436
12386,4034
12387,3063
12388,1815
12389,3782
12390,759
12391,1182
12392,2066
12393,1032
12394,201
12395,4663
12396,3975
12397,3071
12398,3267
12399,3788
12400,593
12401,624
12402,2315
12403,2037
12404,3778
12405,4791
12406,1122
12407,4264
12408,3379
12409,2245
12410,2973
12411,892
12412,4590
12413,2912
12414,759
12415,3930
12416,2545
12417,3262
12418,4399
12419,522
12420,4377
12421,3355
12422,3125
12423,2099
12424,1094
12425,4944
12426,4153
12427,1752
12428,3792
12429,973
12430,3535
12431,2936
12432,1609
12433,1585
12434,742
12435,2685
12436,2290
12437,4845
12438,4823
12439,222
12440,97
12441,3175
12442,3452
12443,3009
12444,817
12445,2390
12446,31
12447,29
12448,2404
12449,3593
12450,552
12451,918
12452,4863
12453,4899
12454,1181
12455,2574
12456,2457
12457,2479
12458,3232
12459,4279
12460,2871
12461,4616
12462,2018
12463,3468
12464,3997
12465,1455
12466,1847
12467,2202
12468,3270
12469,1932
12470,3821
12471,717
12472,3573
12473,2941
12474,1791
12475,3649
12476,3057
12477,2495
12478,2439
12479,65
12480,1357
12481,3054
12482,575
12483,3103
12484,1491
12485,3591
12486,3233
12487,4740
12488,4977
12489,3438
12490,550
12491,2914
12492,693
12493,2
12494,3079
12495,3253
12496,3767
12497,2231
12498,4996
12499,812
12500,3634
12501,3479
12502,792
12503,4179
12504,2549
12505,3267
12506,3234
12507,1102
12508,3252
12509,3851
12510,4468
12511,893
12512,70
12513,584
12514,3981
12515,4479
12516,3191
12517,3504
12518,802
12519,4565
12520,2657
12521,1179
12522,3953
12523,4928
12524,887
12525,1336
12526,2868
12527,2500
12528,4533
12529,1141
12530,2426
12531,1428
12532,428
12533,4695
12534,1744
12535,3568
12536,342
12537,4385
12538,346
12539,36
12540,1687
12541,2183
12542,809
12543,689
12544,530
12545,2657
12546,2452
12547,636
12548,4240
12549,2700
12550,2218
12551,4299
12552,1944
12553,4293
12554,900
12555,4672
12556,987
12557,4821
12558,844
12559,1835
12560,3655
12561,2918
12562,3962
12563,4395
12564,209
12565,232
12566,3676
12567,4164
12568,2612
12569,1286
12570,1312
12571,3450
12572,4192
12573,3768
12574,4915
12575,857
12576,2630
12577,301
12578,2863
12579,2244
12580,668
12581,3494
12582,1168
12583,1473
12584,1125
12585,1592
12586,261
12587,2551
12588,745
12589,4444
12590,1790
12591,2701
12592,420
12593,1610
12594,3161
12595,4434
12596,3937
12597,1082
12598,415
12599,4833
12600,4096
12601,3550
12602,1334
12603,667
12604,1306
12605,3789
12606,338
12607,21
12608,2226
12609,1611
12610,2951
12611,3993
12612,3353
12613,1654
12614,3019
12615,4479
12616,3737
12617,2969
12618,3644
12619,3912
12620,594
12621,777
12622,1722
12623,795
12624,1016
12625,2859
12626,3420
12627,1979
12628,3778
12629,2250
12630,821
12631,2074
12632,1778
12633,4359
12634,934
12635,2845
12636,3243
12637,3263
12638,257
12639,3655
12640,1779
12641,3760
12642,3683
12643,2924
12644,4606
12645,1767
12646,378
12647,1987
12648,93
12649,2391
12650,4626
12651,4802
12652,2021
12653,1868
12654,1943
12655,4434
12656,640
12657,4822
12658,3956
12659,2547
12660,1540
12661,3139
12662,1338
12663,3381
12664,2979
12665,3138
12666,27
12667,564
12668,3959
12669,1794
12670,3725
12671,415
12672,3892
12673,1654
12674,3308
12675,3509
12676,2587
12677,693
12678,1470
12679,2414
12680,3591
12681,1947
12682,3239
12683,4817
12684,3432
12685,268
12686,3405
12687,3338
12688,1202
12689,3247
12690,2683
12691,4216
12692,1463
12693,1504
12694,3110
12695,4972
12696,4602
12697,1196
12698,2598
12699,2963
12700,1104
12701,3031
12702,3832
12703,2687
12704,3748
12705,2063
12706,2044
12707,510
12708,1191
12709,3566
12710,882
12711,3771
12712,818
12713,335
12714,3001
12715,3529
12716,4337
12717,1551
12718,1122
12719,4682
12720,1592
12721,429
12722,3495
12723,2465
12724,592
12725,509
12726,4123
12727,1438
12728,4423
12729,2789
12730,1624
12731,789
12732,3902
12733,1092
12734,301
12735,3694
12736,2456
12737,4722
12738,1659
12739,3835
12740,57
12741,3900
12742,4419
12743,3860
